RI_name,ri_values
poagfs,0.1825
soagfs,0.0002
poares,0.0576
soares,0.043
poashp,0.1011
soashp,0.1008
poatrf,0.0003
soatrf,0.0002
poaoth,0.0591
soaoth,0.059
