RI_name,ri_values
poagfs,0.0049
soagfs,0.0101
poares,0.0209
soares,0.0173
poashp,0.0974
soashp,0.0203
poatrf,0.0078
soatrf,0.0354
poaoth,0.0055
soaoth,0.0025
